Habituality,Concordance
0,"to be in the dorm life, so Yeah. I'm glad just to be home. What are you doing for the break? Nothing."
0,"I was in heaven, like, thank you. I'm glad not to be in the dorm life, so Yeah. I'm glad just to be ho"
0,"myself, I got to balance that out, so. I'm gonna be better at- when I go back next- week after next."
0,"ry big on education, like, you have to- it has to be on point. Yeah. Perfection is how they want it, y"
0,"eah.] Mm-hm. she was fussing, but my daddy always be like, you know that's [wrong], don't do [that.] ["
0,"/RD-NAME-1/ around here. Yeah. Th- They can't all be related, can they? [] [Probably] so. It's a lot o"
0,"tle she didn't play that. Mm. My dad would always be at my defense. He'd be like, well you know you we"
0,"irst, nineteen eighty two. Oh, mkay. You're gonna be twenty two? Uh, yeah. [In June? Okay.] [This year"
0,"d, you know how mom is. Please don't tell her. He be like, I ain't gonna tell her. I don't want you to"
0,"t. Mm. My dad would always be at my defense. He'd be like, well you know you were wrong. Just tell me"
0,"ot- He's in prison. Really? Yeah, beca- but he'll be out this year. Well he'll be out- He didn't- h- g"
0,"eah, beca- but he'll be out this year. Well he'll be out- He didn't- h- get but like, six or seven mon"
0,"to- you knew who to go [to.] [Yes.] [] [] And I'd be like, Dad, please don't tell mom. He said, I won'"
0,e all grew- I mean it's just- If I would name I'd be naming for the rest of [the day.] [Yeah.] Cause m
0,"tell me? I said, cause he know how you- [] [] I'd be like, Dad, you know how mom is. Please don't tell"
0,"school. Really. But I think that they would just be like, well meet me by the trees, and we gonna wou"
0,Is that still- No. [] [No?] I mean to them it may be. It's not the same to me because a lot of people a
0,"o my mom and I would tell her about it, and she'd be like, I knew it was something. [She said I knew]"
0,"tober, we didn't know whether we were gonna still be able to graduate early. Mm-hm. And so I ended up"
0,"me. Mm-hm. Then we have one, um, called Chosen to Be Holy. And I got that out of the Bible where it sa"
0,"Yeah. Um, I think it would be the one, Chosen to be Holy cause that's the last one that I wrote. Uh-h"
0,"schedule every morning in order for everybody to be out on time. It was crazy. So if you were late, y"
0,s something. [She said I knew] it was too good to be true that you didn't never get in trouble in scho
0,"t see-/ My dad, he's the type of person he got to be doing something. [He can't] just sit still. [Real"
0,"e was from [Raleigh] somewhere, and how he got to be [] mayor, we don't [even know.] [] Okay. And Craz"
0,"l, when you had about thirteen people that had to be dressed before eight o'clock. [] [Mm.] [] So [eve"
0,r here but it wasn't to the point where we had to be evacuated. Mm-hm. Everybody around us was evacuat
0,"homework, we went riding on the bikes. We had to be in the house before the lights [came on outside ("
0,"separating [them, and] [Right.] they seem not to be able to get along. Okay. And so then they got- I"
0,is there- what is- is- is it still a fun place to be a kid in Princeville? Is that still- No. [] [No?]
0,"e um, sung in Florida. Wow. We're um, supposed to be going back to Connecticut I think sometime next m"
0,So. But your twenty first birthday is supposed to be your big [bash.] [Yeah.] Supposed to get your dri
0,"bad right now that jobs are not like they used to [be and people] don't have the money to pay, so [Mm-h"
0,"? No. [Oh, it's just] another day now. It used to be exciting. But [] now it's just like another day."
0,] and stuff. [Mm.] It's- it's not like it used to be. It's- it's really not. You got those guys that go
0,bitty New York. Mm. It's not even like it used to be. Now how do you think it got that way? /I mean-/ B
0,"A] little um, basketball goal, and the guys would be out there playing [Mm.] Okay. everyday. She- My g"
0,"ke, I ain't gonna do it no more Dad. And he would be like, okay. And my mom would be like, oh you gonn"
0,wouldn't tell her. And now- now at times I would be done talked to my mom and I would tell her about
0,"e not gonna do it [again, and-] [Hm.] and I would be like, I ain't gonna do it no more Dad. And he wou"
0,"the trees, and we gonna would fight, and it would be over, you [know]? [Yeah], yeah. But now guys gett"
0,"e song? That we wrote? Yeah. Um, I think it would be the one, Chosen to be Holy cause that's the last"
0,". You go to the grocery store, and the line would be out to the street. They were only letting a certa"
0,"Dad. And he would be like, okay. And my mom would be like, oh you gonna punish me. You can't talk on t"
0,"e. [My mom] be like, [Yeah.] no, no. My mom would be the one that like, go off the handle. She just wa"
0,on't even let their kids get out in the community be- c- community because of all of the stuff that's g
0,ything about my childhood. Mm. As long as I could be right there where I was. Mm-hm. Everything was op
0,"it's not like that anymore, Mm. not to me. It may be to some people but not to me. Cause I remember wh"
0,Princeville that don't really know what it is to be a resident of [Princeville. They're] just there b
0,t wasn't- It was just- Mm-hm. It was the place to be. [Yeah.] [It was] always something happening. Yeah
0,"ey called it. Wow. You know that was [supposed to be-] Yeah, so. [Oh yeah.] So what do you think, like-"
0,hat the reason Princeville is not like it used to be is because you have those people that's there tha
0,"but you know, we're- we're not that old Yeah. to be talking about back in the [day. ] [Yeah.] [Yeah.]"
0,undred people show up to vote? Yeah. Hm. It can't be six hundred grown people and eleven hundred [chil
0,"r clothes were still in your room that they could be washed in ammonia, and when I got back to Princev"
0,"ed. I mean, what do you think happened? I'm gonna be brutally honest. That's what I love. [] [We] have"
0,"e, ten years down the road, what- what's it gonna be like in Princeville? Or just this- this area, do"
0,"hen] you can't run away from it, it's still gonna be your home. Yeah. And it was only- Princeville to"
0,That's the kind of person- that's why I- I- I'll be glad when you- if you get a chance to interview h
0,e to interview her definitely. I'm- I'm sure I'll be back if she- if she lets me. Seems like a good pl
0,"is family, but. Yeah. Okay. So yeah, this may not be the same /RD-NAME-1/. Okay. You know, I'm tryna k"
0,"'s basically, Mm. that's it. And you would really be shocked that people hang out at Walmart. Really?"
0,"ey have in there. [And I] really think she should be mayor, but [Mm-hm.] Yeah. I don't know why they d"
0,"a lot of people up, not giving them an excuse to be on drugs because it was probably there, [and I ju"
0,"hm. And so you would never know who would have to be the last person to do something for you, and if y"
0,Jersey and then they send them to India Mm-hm. to be beaded. And then they s- the people in India sent
0,is- [Hm.] I want my house- Yeah. my new house to be as close as possible to my last house so I will f
0,] the dumbest bunch of mayors. I think we need to be in the Guinness [Book of World Records.] [/inaudi
0,"ause anything I needed or anything that needed to be done, Mm-hm. she did for me. Yeah. So you kind of"
0,there [anymore.] [Mm-hm.] But something needs to be done. Mm-hm. What's- the- thinking about like the
0,that really pushes and drives for Princeville to be good but they don't give her her credit. And that
0,"have a town meeting, it's- These are supposed to be grown, educated, civilized people, and they're in"
0,"ah I was] building cause at one point I wanted to be an architect, so I would just wet the whole backy"
0,h- with that? My first love is um- I really wanna be a wardrobe stylist for like a television show or
0,"ith growing up in Princeville, Princeville should be like a foot stool for- for where you need to go."
0,"the way everything is, it should make you want to be somewhere better. Mkay. And cause it's a nice com"
0,"rst black charter town, seems like somebody would be tryna do something Mm-hm. to try to restore all t"
0,"It's about a lot of people that thank you. He can be a /??/. Uh-huh. Oh. Oh, yeah. [Yeah, I was-] [/In"
